cve_id,cve_description,clean_cve_text
CVE-2004-0068,PHP remote file inclusion vulnerability in config.php for PhpDig 1.6.5 and earlier allows remote attackers to execute arbitrary PHP code by modifying the $relative_script_path parameter to reference a URL on a remote web server that contains the code.,php remote file inclusion vulnerability in config php for phpdig 1 6 5 and earlier allows remote attackers to execute arbitrary php code by modifying the relative script path parameter to reference a url on a remote web server that contains the code
CVE-2004-0127,Directory traversal vulnerability in editconfig_gedcom.php for phpGedView 2.65.1 and earlier allows remote attackers to read arbitrary files or execute arbitrary PHP programs on the server via .. (dot dot) sequences in the gedcom_config parameter.,directory traversal vulnerability in editconfig gedcom php for phpgedview 2 65 1 and earlier allows remote attackers to read arbitrary files or execute arbitrary php programs on the server via dot dot sequences in the gedcom config parameter
CVE-2004-0128,PHP remote file inclusion vulnerability in the GEDCOM configuration script for phpGedView 2.65.1 and earlier allows remote attackers to execute arbitrary PHP code by modifying the PGV_BASE_DIRECTORY parameter to reference a URL on a remote web server that contains a malicious theme.php script.,php remote file inclusion vulnerability in the gedcom configuration script for phpgedview 2 65 1 and earlier allows remote attackers to execute arbitrary php code by modifying the pgv base directory parameter to reference a url on a remote web server that contains a malicious theme php script
CVE-2004-0285,"PHP remote file inclusion vulnerabilities in include/footer.inc.php in (1) AllMyVisitors, (2) AllMyLinks, and (3) AllMyGuests allow remote attackers to execute arbitrary PHP code via a URL in the _AMVconfig[cfg_serverpath] parameter.",php remote file inclusion vulnerabilities in include footer inc php in 1 allmyvisitors 2 allmylinks and 3 allmyguests allow remote attackers to execute arbitrary php code via a url in the amvconfig cfg serverpath parameter
CVE-2005-1681,"PHP remote file inclusion vulnerability in common.php in phpATM 1.21, and possibly earlier versions, allows remote attackers to execute arbitrary PHP code via a URL in the include_location parameter to index.php.",php remote file inclusion vulnerability in common php in phpatm 1 21 and possibly earlier versions allows remote attackers to execute arbitrary php code via a url in the include location parameter to index php
CVE-2005-1864,PHP remote file inclusion vulnerability in cal_admintop.php in Calendarix Advanced 1.5 allows remote attackers to execute arbitrary PHP code via the calpath parameter.,php remote file inclusion vulnerability in cal admintop php in calendarix advanced 1 5 allows remote attackers to execute arbitrary php code via the calpath parameter
CVE-2005-1869,PHP remote file inclusion vulnerability in start_lobby.php in MWChat 6.x allows remote attackers to execute arbitrary PHP code via the CONFIG[MWCHAT_Libs] parameter.,php remote file inclusion vulnerability in start lobby php in mwchat 6 x allows remote attackers to execute arbitrary php code via the config mwchat libs parameter
CVE-2005-1870,PHP remote file inclusion vulnerability in childwindow.inc.php in Popper 1.41-r2 and earlier allows remote attackers to execute arbitrary PHP code via the form parameter.,php remote file inclusion vulnerability in childwindow inc php in popper 1 41 r2 and earlier allows remote attackers to execute arbitrary php code via the form parameter
CVE-2005-1964,PHP remote file inclusion vulnerability in utilit.php for Ovidentia Portal allows remote attackers to execute arbitrary PHP code via the babInstallPath parameter.,php remote file inclusion vulnerability in utilit php for ovidentia portal allows remote attackers to execute arbitrary php code via the babinstallpath parameter
CVE-2005-1971,"Directory traversal vulnerability in InteractivePHP FusionBB .11 Beta and earlier allows remote attackers to include arbitrary local files via "".."" sequences in the language parameter.",directory traversal vulnerability in interactivephp fusionbb 11 beta and earlier allows remote attackers to include arbitrary local files via sequences in the language parameter
CVE-2005-2086,PHP remote file inclusion vulnerability in viewtopic.php in phpBB 2.0.15 and earlier allows remote attackers to execute arbitrary PHP code.,php remote file inclusion vulnerability in viewtopic php in phpbb 2 0 15 and earlier allows remote attackers to execute arbitrary php code
CVE-2005-2154,PHP local file inclusion vulnerability in (1) view.php and (2) open.php in osTicket 1.3.1 beta and earlier allows remote attackers to include and possibly execute arbitrary local files via the inc parameter.,php local file inclusion vulnerability in 1 view php and 2 open php in osticket 1 3 1 beta and earlier allows remote attackers to include and possibly execute arbitrary local files via the inc parameter
CVE-2005-2157,PHP remote file inclusion vulnerability in survey.inc.php for nabopoll 1.2 allows remote attackers to execute arbitrary PHP code via the path parameter.,php remote file inclusion vulnerability in survey inc php for nabopoll 1 2 allows remote attackers to execute arbitrary php code via the path parameter
CVE-2005-2162,PHP remote file inclusion vulnerability in form.inc.php3 in MyGuestbook 0.6.1 allows remote attackers to execute arbitrary PHP code via the lang parameter.,php remote file inclusion vulnerability in form inc php3 in myguestbook 0 6 1 allows remote attackers to execute arbitrary php code via the lang parameter
CVE-2005-2198,PHP remote file inclusion vulnerability in lang.php in SPiD before 1.3.1 allows remote attackers to execute arbitrary code via the lang_path parameter.,php remote file inclusion vulnerability in lang php in spid before 1 3 1 allows remote attackers to execute arbitrary code via the lang path parameter
CVE-2005-3335,PHP file inclusion vulnerability in bug_sponsorship_list_view_inc.php in Mantis 1.0.0RC2 and 0.19.2 allows remote attackers to execute arbitrary PHP code and include arbitrary local files via the t_core_path parameter.,php file inclusion vulnerability in bug sponsorship list view inc php in mantis 1 0 0rc2 and 0 19 2 allows remote attackers to execute arbitrary php code and include arbitrary local files via the t core path parameter
CVE-2010-2076,"Apache CXF 2.0.x before 2.0.13, 2.1.x before 2.1.10, and 2.2.x before 2.2.9, as used in Apache ServiceMix, Apache Camel, Apache Chemistry, Apache jUDDI, Apache Geronimo, and other products, does not properly reject DTDs in SOAP messages, which allows remote attackers to read arbitrary files, send HTTP requests to intranet servers, or cause a denial of service (CPU and memory consumption) via a crafted DTD, as demonstrated by an entity declaration in a request to samples/wsdl_first_pure_xml, a similar issue to CVE-2010-1632.",apache cxf 2 0 x before 2 0 13 2 1 x before 2 1 10 and 2 2 x before 2 2 9 as used in apache servicemix apache camel apache chemistry apache juddi apache geronimo and other products does not properly reject dtds in soap messages which allows remote attackers to read arbitrary files send http requests to intranet servers or cause a denial of service cpu and memory consumption via a crafted dtd as demonstrated by an entity declaration in a request to samples wsdl first pure xml a similar issue to cve 2010 1632
CVE-2001-0006,"The Winsock2ProtocolCatalogMutex mutex in Windows NT 4.0 has inappropriate Everyone/Full Control permissions, which allows local users to modify the permissions to ""No Access"" and disable Winsock network connectivity to cause a denial of service, aka the ""Winsock Mutex"" vulnerability.",the winsock2protocolcatalogmutex mutex in windows nt 4 0 has inappropriate everyone full control permissions which allows local users to modify the permissions to no access and disable winsock network connectivity to cause a denial of service aka the winsock mutex vulnerability
CVE-2002-0969,"Buffer overflow in MySQL daemon (mysqld) before 3.23.50, and 4.0 beta before 4.02, on the Win32 platform, allows local users to execute arbitrary code via a long ""datadir"" parameter in the my.ini initialization file, whose permissions on Windows allow Full Control to the Everyone group.",buffer overflow in mysql daemon mysqld before 3 23 50 and 4 0 beta before 4 02 on the win32 platform allows local users to execute arbitrary code via a long datadir parameter in the my ini initialization file whose permissions on windows allow full control to the everyone group
CVE-2004-1714,"BlackICE PC Protection and Server Protection installs (1) firewall.ini, (2) blackice.ini, (3) sigs.ini and (4) protect.ini with Everyone Full Control permissions, which allows local users to cause a denial of service (crash) or modify configuration, as demonstrated by modifying firewall.ini to contain a large firewall rule.",blackice pc protection and server protection installs 1 firewall ini 2 blackice ini 3 sigs ini and 4 protect ini with everyone full control permissions which allows local users to cause a denial of service crash or modify configuration as demonstrated by modifying firewall ini to contain a large firewall rule
CVE-2005-4868,"Shared memory sections and events in IBM DB2 8.1 have default permissions of read and write for the Everyone group, which allows local users to gain unauthorized access, gain sensitive information, such as cleartext passwords, and cause a denial of service.",shared memory sections and events in ibm db2 8 1 have default permissions of read and write for the everyone group which allows local users to gain unauthorized access gain sensitive information such as cleartext passwords and cause a denial of service
CVE-2007-5544,"IBM Lotus Notes before 6.5.6, and 7.x before 7.0.3; and Domino before 6.5.5 FP3, and 7.x before 7.0.2 FP1; uses weak permissions (Everyone:Full Control) for memory mapped files (shared memory) in IPC, which allows local users to obtain sensitive information, or inject Lotus Script or other character sequences into a session.",ibm lotus notes before 6 5 6 and 7 x before 7 0 3 and domino before 6 5 5 fp3 and 7 x before 7 0 2 fp1 uses weak permissions everyone full control for memory mapped files shared memory in ipc which allows local users to obtain sensitive information or inject lotus script or other character sequences into a session
CVE-2007-6033,"Invensys Wonderware InTouch 8.0 creates a NetDDE share with insecure permissions (Everyone/Full Control), which allows remote authenticated attackers, and possibly anonymous users, to execute arbitrary programs.",invensys wonderware intouch 8 0 creates a netdde share with insecure permissions everyone full control which allows remote authenticated attackers and possibly anonymous users to execute arbitrary programs
CVE-2008-0322,"The I2O Utility Filter driver (i2omgmt.sys) 5.1.2600.2180 for Microsoft Windows XP sets Everyone/Write permissions for the ""\\.\I2OExc"" device interface, which allows local users to gain privileges.  NOTE: this issue can be leveraged to overwrite arbitrary memory and execute code via an IOCTL call with a crafted DeviceObject pointer.",the i2o utility filter driver i2omgmt sys 5 1 2600 2180 for microsoft windows xp sets everyone write permissions for the i2oexc device interface which allows local users to gain privileges note this issue can be leveraged to overwrite arbitrary memory and execute code via an ioctl call with a crafted deviceobject pointer
CVE-2008-0662,"The Auto Local Logon feature in Check Point VPN-1 SecuRemote/SecureClient NGX R60 and R56 for Windows caches credentials under the Checkpoint\SecuRemote registry key, which has Everyone/Full Control permissions, which allows local users to gain privileges by reading and reusing the credentials.",the auto local logon feature in check point vpn 1 securemote secureclient ngx r60 and r56 for windows caches credentials under the checkpoint securemote registry key which has everyone full control permissions which allows local users to gain privileges by reading and reusing the credentials
CVE-2009-0115,"The Device Mapper multipathing driver (aka multipath-tools or device-mapper-multipath) 0.4.8, as used in SUSE openSUSE, SUSE Linux Enterprise Server (SLES), Fedora, and possibly other operating systems, uses world-writable permissions for the socket file (aka /var/run/multipathd.sock), which allows local users to send arbitrary commands to the multipath daemon.",the device mapper multipathing driver aka multipath tools or device mapper multipath 0 4 8 as used in suse opensuse suse linux enterprise server sles fedora and possibly other operating systems uses world writable permissions for the socket file aka var run multipathd sock which allows local users to send arbitrary commands to the multipath daemon
CVE-2009-0141,"XTerm in Apple Mac OS X 10.4.11 and 10.5.6, when used with luit, creates tty devices with insecure world-writable permissions, which allows local users to write to the Xterm of another user.",xterm in apple mac os x 10 4 11 and 10 5 6 when used with luit creates tty devices with insecure world writable permissions which allows local users to write to the xterm of another user
CVE-2009-1073,"nss-ldapd before 0.6.8 uses world-readable permissions for the /etc/nss-ldapd.conf file, which allows local users to obtain a cleartext password for the LDAP server by reading the bindpw field.",nss ldapd before 0 6 8 uses world readable permissions for the etc nss ldapd conf file which allows local users to obtain a cleartext password for the ldap server by reading the bindpw field
CVE-2009-3289,"The g_file_copy function in glib 2.0 sets the permissions of a target file to the permissions of a symbolic link (777), which allows user-assisted local users to modify files of other users, as demonstrated by using Nautilus to modify the permissions of the user home directory.",the g file copy function in glib 2 0 sets the permissions of a target file to the permissions of a symbolic link 777 which allows user assisted local users to modify files of other users as demonstrated by using nautilus to modify the permissions of the user home directory
CVE-2009-3482,"TrustPort Antivirus before 2.8.0.2266 and PC Security before 2.0.0.1291 use weak permissions (Everyone: Full Control) for files under %PROGRAMFILES%, which allows local users to gain privileges by replacing executables with Trojan horse programs.",trustport antivirus before 2 8 0 2266 and pc security before 2 0 0 1291 use weak permissions everyone full control for files under programfiles which allows local users to gain privileges by replacing executables with trojan horse programs
CVE-2009-3489,"Adobe Photoshop Elements 8.0 installs the Adobe Active File Monitor V8 service with an insecure security descriptor, which allows local users to (1) stop the service via the stop command, (2) execute arbitrary commands as SYSTEM by using the config command to modify the binPath variable, or (3) restart the service via the start command.",adobe photoshop elements 8 0 installs the adobe active file monitor v8 service with an insecure security descriptor which allows local users to 1 stop the service via the stop command 2 execute arbitrary commands as system by using the config command to modify the binpath variable or 3 restart the service via the start command
CVE-2009-3611,"common/snapshots.py in Back In Time (aka backintime) 0.9.26 changes certain permissions to 0777 before deleting the files in an old backup snapshot, which allows local users to obtain sensitive information by reading these files, or interfere with backup integrity by modifying files that are shared across snapshots.",common snapshots py in back in time aka backintime 0 9 26 changes certain permissions to 0777 before deleting the files in an old backup snapshot which allows local users to obtain sensitive information by reading these files or interfere with backup integrity by modifying files that are shared across snapshots
CVE-2009-3897,"Dovecot 1.2.x before 1.2.8 sets 0777 permissions during creation of certain directories at installation time, which allows local users to access arbitrary user accounts by replacing the auth socket, related to the parent directories of the base_dir directory, and possibly the base_dir directory itself.",dovecot 1 2 x before 1 2 8 sets 0777 permissions during creation of certain directories at installation time which allows local users to access arbitrary user accounts by replacing the auth socket related to the parent directories of the base dir directory and possibly the base dir directory itself
CVE-2009-3939,"The poll_mode_io file for the megaraid_sas driver in the Linux kernel 2.6.31.6 and earlier has world-writable permissions, which allows local users to change the I/O mode of the driver by modifying this file.",the poll mode io file for the megaraid sas driver in the linux kernel 2 6 31 6 and earlier has world writable permissions which allows local users to change the i o mode of the driver by modifying this file
CVE-2020-15708,Ubuntu's packaging of libvirt in 20.04 LTS created a control socket with world read and write permissions. An attacker could use this to overwrite arbitrary files or execute arbitrary code.,ubuntu s packaging of libvirt in 20 04 lts created a control socket with world read and write permissions an attacker could use this to overwrite arbitrary files or execute arbitrary code
CVE-2022-29527,"Amazon AWS amazon-ssm-agent before 3.1.1208.0 creates a world-writable sudoers file, which allows local attackers to inject Sudo rules and escalate privileges to root. This occurs in certain situations involving a race condition.",amazon aws amazon ssm agent before 3 1 1208 0 creates a world writable sudoers file which allows local attackers to inject sudo rules and escalate privileges to root this occurs in certain situations involving a race condition
CVE-2001-1585,"SSH protocol 2 (aka SSH-2) public key authentication in the development snapshot of OpenSSH 2.3.1, available from 2001-01-18 through 2001-02-08, does not perform a challenge-response step to ensure that the client has the proper private key, which allows remote attackers to bypass authentication as other users by supplying a public key from that user's authorized_keys file.",ssh protocol 2 aka ssh 2 public key authentication in the development snapshot of openssh 2 3 1 available from 2001 01 18 through 2001 02 08 does not perform a challenge response step to ensure that the client has the proper private key which allows remote attackers to bypass authentication as other users by supplying a public key from that user s authorized keys file
CVE-2005-4900,"SHA-1 is not collision resistant, which makes it easier for context-dependent attackers to conduct spoofing attacks, as demonstrated by attacks on the use of SHA-1 in TLS 1.2.  NOTE: this CVE exists to provide a common identifier for referencing this SHA-1 issue; the existence of an identifier is not, by itself, a technology recommendation.",sha 1 is not collision resistant which makes it easier for context dependent attackers to conduct spoofing attacks as demonstrated by attacks on the use of sha 1 in tls 1 2 note this cve exists to provide a common identifier for referencing this sha 1 issue the existence of an identifier is not by itself a technology recommendation
CVE-2006-4068,"The pswd.js script relies on the client to calculate whether a username and password match hard-coded hashed values for a server, and uses a hashing scheme that creates a large number of collisions, which makes it easier for remote attackers to conduct offline brute force attacks.  NOTE: this script might also allow attackers to generate the server-side ""secret"" URL without determining the original password, but this possibility was not discussed by the original researcher.",the pswd js script relies on the client to calculate whether a username and password match hard coded hashed values for a server and uses a hashing scheme that creates a large number of collisions which makes it easier for remote attackers to conduct offline brute force attacks note this script might also allow attackers to generate the server side secret url without determining the original password but this possibility was not discussed by the original researcher
CVE-2012-6707,"WordPress through 4.8.2 uses a weak MD5-based password hashing algorithm, which makes it easier for attackers to determine cleartext values by leveraging access to the hash values. NOTE: the approach to changing this may not be fully compatible with certain use cases, such as migration of a WordPress site from a web host that uses a recent PHP version to a different web host that uses PHP 5.2. These use cases are plausible (but very unlikely) based on statistics showing widespread deployment of WordPress with obsolete PHP versions.",wordpress through 4 8 2 uses a weak md5 based password hashing algorithm which makes it easier for attackers to determine cleartext values by leveraging access to the hash values note the approach to changing this may not be fully compatible with certain use cases such as migration of a wordpress site from a web host that uses a recent php version to a different web host that uses php 5 2 these use cases are plausible but very unlikely based on statistics showing widespread deployment of wordpress with obsolete php versions
CVE-2017-15999,"In the ""NQ Contacts Backup & Restore"" application 1.1 for Android, no HTTPS is used for transmitting login and synced user data. When logging in, the username is transmitted in cleartext along with an SHA-1 hash of the password. The attacker can either crack this hash or use it for further attacks where only the hash value is required.",in the nq contacts backup restore application 1 1 for android no https is used for transmitting login and synced user data when logging in the username is transmitted in cleartext along with an sha 1 hash of the password the attacker can either crack this hash or use it for further attacks where only the hash value is required
CVE-2019-14855,A flaw was found in the way certificate signatures could be forged using collisions found in the SHA-1 algorithm. An attacker could use this weakness to create forged certificate signatures. This issue affects GnuPG versions before 2.2.18.,a flaw was found in the way certificate signatures could be forged using collisions found in the sha 1 algorithm an attacker could use this weakness to create forged certificate signatures this issue affects gnupg versions before 2 2 18
CVE-2020-25685,"A flaw was found in dnsmasq before version 2.83. When getting a reply from a forwarded query, dnsmasq checks in forward.c:reply_query(), which is the forwarded query that matches the reply, by only using a weak hash of the query name. Due to the weak hash (CRC32 when dnsmasq is compiled without DNSSEC, SHA-1 when it is) this flaw allows an off-path attacker to find several different domains all having the same hash, substantially reducing the number of attempts they would have to perform to forge a reply and get it accepted by dnsmasq. This is in contrast with RFC5452, which specifies that the query name is one of the attributes of a query that must be used to match a reply. This flaw could be abused to perform a DNS Cache Poisoning attack. If chained with CVE-2020-25684 the attack complexity of a successful attack is reduced. The highest threat from this vulnerability is to data integrity.",a flaw was found in dnsmasq before version 2 83 when getting a reply from a forwarded query dnsmasq checks in forward c reply query which is the forwarded query that matches the reply by only using a weak hash of the query name due to the weak hash crc32 when dnsmasq is compiled without dnssec sha 1 when it is this flaw allows an off path attacker to find several different domains all having the same hash substantially reducing the number of attempts they would have to perform to forge a reply and get it accepted by dnsmasq this is in contrast with rfc5452 which specifies that the query name is one of the attributes of a query that must be used to match a reply this flaw could be abused to perform a dns cache poisoning attack if chained with cve 2020 25684 the attack complexity of a successful attack is reduced the highest threat from this vulnerability is to data integrity
CVE-2002-1798,"MidiCart PHP, PHP Plus, and PHP Maxi allows remote attackers to (1) upload arbitrary php files via a direct request to admin/upload.php or (2) access sensitive information via a direct request to admin/credit_card_info.php.",midicart php php plus and php maxi allows remote attackers to 1 upload arbitrary php files via a direct request to admin upload php or 2 access sensitive information via a direct request to admin credit card info php
CVE-2004-2144,Baal Smart Forms before 3.2 allows remote attackers to bypass authentication and obtain system access via a direct request to regadmin.php.,baal smart forms before 3 2 allows remote attackers to bypass authentication and obtain system access via a direct request to regadmin php
CVE-2004-2257,phpMyFAQ 1.4.0 allows remote attackers to access the Image Manager to upload or delete images without authorization via a direct request.,phpmyfaq 1 4 0 allows remote attackers to access the image manager to upload or delete images without authorization via a direct request
CVE-2005-1654,Hosting Controller 6.1 Hotfix 1.9 and earlier allows remote attackers to register arbitrary users via a direct request to addsubsite.asp with the loginname and password parameters set.,hosting controller 6 1 hotfix 1 9 and earlier allows remote attackers to register arbitrary users via a direct request to addsubsite asp with the loginname and password parameters set
CVE-2005-1668,YusASP Web Asset Manager 1.0 allows remote attackers to gain privileges via a direct request to assetmanager.asp.,yusasp web asset manager 1 0 allows remote attackers to gain privileges via a direct request to assetmanager asp
CVE-2005-1685,episodex guestbook allows remote attackers to bypass authentication and edit scripts via a direct request to admin.asp.,episodex guestbook allows remote attackers to bypass authentication and edit scripts via a direct request to admin asp
CVE-2005-1688,"Wordpress 1.5 and earlier allows remote attackers to obtain sensitive information via a direct request to files in (1) wp-content/themes/, (2) wp-includes/, or (3) wp-admin/, which reveal the path in an error message.",wordpress 1 5 and earlier allows remote attackers to obtain sensitive information via a direct request to files in 1 wp content themes 2 wp includes or 3 wp admin which reveal the path in an error message
CVE-2005-1697,"The RSS module in PostNuke 0.750 and 0.760RC2 and RC3 allows remote attackers to obtain sensitive information via a direct request to simple_smarty.php, which reveals the path in an error message.",the rss module in postnuke 0 750 and 0 760rc2 and rc3 allows remote attackers to obtain sensitive information via a direct request to simple smarty php which reveals the path in an error message
CVE-2005-1698,"PostNuke 0.750 and 0.760RC3 allows remote attackers to obtain sensitive information via a direct request to (1) theme.php or (2) Xanthia.php in the Xanthia module, (3) user.php, (4) thelang.php, (5) text.php, (6) html.php, (7) menu.php, (8) finclude.php, or (9) button.php in the pnblocks directory in the Blocks module, (10) config.php in the NS-Multisites (aka Multisites) module, or (11) xmlrpc.php, which reveals the path in an error message.",postnuke 0 750 and 0 760rc3 allows remote attackers to obtain sensitive information via a direct request to 1 theme php or 2 xanthia php in the xanthia module 3 user php 4 thelang php 5 text php 6 html php 7 menu php 8 finclude php or 9 button php in the pnblocks directory in the blocks module 10 config php in the ns multisites aka multisites module or 11 xmlrpc php which reveals the path in an error message
CVE-2005-1827,"D-Link DSL-504T allows remote attackers to bypass authentication and gain privileges, such as upgrade firmware, restart the router or restore a saved configuration, via a direct request to firmwarecfg.",d link dsl 504t allows remote attackers to bypass authentication and gain privileges such as upgrade firmware restart the router or restore a saved configuration via a direct request to firmwarecfg
CVE-2005-1892,"FlatNuke 2.5.3 allows remote attackers to cause a denial of service or obtain sensitive information via (1) a direct request to foot_news.php, which triggers an infinite loop, or (2) direct requests to unknown scripts, which reveals the web document root in an error message.",flatnuke 2 5 3 allows remote attackers to cause a denial of service or obtain sensitive information via 1 a direct request to foot news php which triggers an infinite loop or 2 direct requests to unknown scripts which reveals the web document root in an error message
CVE-1999-0426,The default permissions of /dev/kmem in Linux versions before 2.0.36 allows IP spoofing.,the default permissions of dev kmem in linux versions before 2 0 36 allows ip spoofing
CVE-2001-0497,"dnskeygen in BIND 8.2.4 and earlier, and dnssec-keygen in BIND 9.1.2 and earlier, set insecure permissions for a HMAC-MD5 shared secret key file used for DNS Transactional Signatures (TSIG), which allows attackers to obtain the keys and perform dynamic DNS updates.",dnskeygen in bind 8 2 4 and earlier and dnssec keygen in bind 9 1 2 and earlier set insecure permissions for a hmac md5 shared secret key file used for dns transactional signatures tsig which allows attackers to obtain the keys and perform dynamic dns updates
CVE-2001-1550,"CentraOne 5.2 and Centra ASP with basic authentication enabled creates world-writable base64 encoded log files, which allows local users to obtain cleartext passwords from decoded log files and impersonate users.",centraone 5 2 and centra asp with basic authentication enabled creates world writable base64 encoded log files which allows local users to obtain cleartext passwords from decoded log files and impersonate users
CVE-2002-1711,"BasiliX 1.1.0 saves attachments in a world readable /tmp/BasiliX directory, which allows local users to read other users' attachments.",basilix 1 1 0 saves attachments in a world readable tmp basilix directory which allows local users to read other users attachments
CVE-2002-1713,"The Standard security setting for Mandrake-Security package (msec) in Mandrake 8.2 installs home directories with world-readable permissions, which could allow local users to read other user's files.",the standard security setting for mandrake security package msec in mandrake 8 2 installs home directories with world readable permissions which could allow local users to read other user s files
CVE-2002-1844,"Microsoft Windows Media Player (WMP) 6.3, when installed on Solaris, installs executables with world-writable permissions, which allows local users to delete or modify the executables to gain privileges.",microsoft windows media player wmp 6 3 when installed on solaris installs executables with world writable permissions which allows local users to delete or modify the executables to gain privileges
CVE-2005-1941,"SilverCity before 0.9.5-r1 installs (1) cgi-styler-form.py, (2) cgi-styler.py, and (3) source2html.py with read and write world permissions, which allows local users to execute arbitrary code.",silvercity before 0 9 5 r1 installs 1 cgi styler form py 2 cgi styler py and 3 source2html py with read and write world permissions which allows local users to execute arbitrary code
CVE-2001-1387,"iptables-save in iptables before 1.2.4 records the ""--reject-with icmp-host-prohibited"" rule as ""--reject-with tcp-reset,"" which causes iptables to generate different responses than specified by the administrator, possibly leading to an information leak.",iptables save in iptables before 1 2 4 records the reject with icmp host prohibited rule as reject with tcp reset which causes iptables to generate different responses than specified by the administrator possibly leading to an information leak
CVE-2002-0514,"PF in OpenBSD 3.0 with the return-rst rule sets the TTL to 128 in the RST packet, which allows remote attackers to determine if a port is being filtered because the TTL is different than the default TTL.",pf in openbsd 3 0 with the return rst rule sets the ttl to 128 in the rst packet which allows remote attackers to determine if a port is being filtered because the ttl is different than the default ttl
CVE-2002-2094,"Joe Testa hellbent 01 allows remote attackers to determine the full path of the web root directory via a GET request with a relative path that includes the root's parent, which generates a 403 error message if the parent is incorrect, but a normal response if the parent is correct.",joe testa hellbent 01 allows remote attackers to determine the full path of the web root directory via a get request with a relative path that includes the root s parent which generates a 403 error message if the parent is incorrect but a normal response if the parent is correct
CVE-2004-0243,"AIX 4.3.3 through AIX 5.1, when direct remote login is disabled, displays a different message if the password is correct, which allows remote attackers to guess the password via brute force methods.",aix 4 3 3 through aix 5 1 when direct remote login is disabled displays a different message if the password is correct which allows remote attackers to guess the password via brute force methods
CVE-2004-0294,"YaBB 1 SP 1.3.1 displays different error messages when a user exists or not, which makes it easier for remote attackers to identify valid users and conduct a brute force password guessing attack.",yabb 1 sp 1 3 1 displays different error messages when a user exists or not which makes it easier for remote attackers to identify valid users and conduct a brute force password guessing attack
CVE-2004-1428,"ArGoSoft FTP before 1.4.2.1 generates an error message if the user name does not exist instead of prompting for a password, which allows remote attackers to determine valid usernames.",argosoft ftp before 1 4 2 1 generates an error message if the user name does not exist instead of prompting for a password which allows remote attackers to determine valid usernames
CVE-2005-1650,"The web mail service in Woppoware PostMaster 4.2.2 (build 3.2.5) generates different error messages depending on whether a user exists or not, which allows remote attackers to determine valid usernames.",the web mail service in woppoware postmaster 4 2 2 build 3 2 5 generates different error messages depending on whether a user exists or not which allows remote attackers to determine valid usernames
CVE-2002-0208,PGP Security PGPfire 7.1 for Windows alters the system's TCP/IP stack and modifies packets in ICMP error messages in a way that allows remote attackers to determine that the system is running PGPfire.,pgp security pgpfire 7 1 for windows alters the system s tcp ip stack and modifies packets in icmp error messages in a way that allows remote attackers to determine that the system is running pgpfire
CVE-2004-2252,"The firewall in Astaro Security Linux before 4.024 sends responses to SYN-FIN packets, which makes it easier for remote attackers to obtain information about the system and construct specialized attacks.",the firewall in astaro security linux before 4 024 sends responses to syn fin packets which makes it easier for remote attackers to obtain information about the system and construct specialized attacks
CVE-2003-0078,"ssl3_get_record in s3_pkt.c for OpenSSL before 0.9.7a and 0.9.6 before 0.9.6i does not perform a MAC computation if an incorrect block cipher padding is used, which causes an information leak (timing discrepancy) that may make it easier to launch cryptographic attacks that rely on distinguishing between padding and MAC verification errors, possibly leading to extraction of the original plaintext, aka the ""Vaudenay timing attack.""",ssl3 get record in s3 pkt c for openssl before 0 9 7a and 0 9 6 before 0 9 6i does not perform a mac computation if an incorrect block cipher padding is used which causes an information leak timing discrepancy that may make it easier to launch cryptographic attacks that rely on distinguishing between padding and mac verification errors possibly leading to extraction of the original plaintext aka the vaudenay timing attack
CVE-2003-0637,"Novell iChain 2.2 before Support Pack 1 uses a shorter timeout for a non-existent user than a valid user, which makes it easier for remote attackers to guess usernames and conduct brute force password guessing.",novell ichain 2 2 before support pack 1 uses a shorter timeout for a non existent user than a valid user which makes it easier for remote attackers to guess usernames and conduct brute force password guessing
CVE-2004-1602,"ProFTPD 1.2.x, including 1.2.8 and 1.2.10, responds in a different amount of time when a given username exists, which allows remote attackers to identify valid usernames by timing the server response.",proftpd 1 2 x including 1 2 8 and 1 2 10 responds in a different amount of time when a given username exists which allows remote attackers to identify valid usernames by timing the server response
CVE-2005-0918,"The NPSVG3.dll ActiveX control for Adobe SVG Viewer 3.02 and earlier, when running on Internet Explorer, allows remote attackers to determine the existence of arbitrary files by setting the src property to the target filename and using Javascript to determine if the web page immediately stops loading, which indicates whether the file exists or not.",the npsvg3 dll activex control for adobe svg viewer 3 02 and earlier when running on internet explorer allows remote attackers to determine the existence of arbitrary files by setting the src property to the target filename and using javascript to determine if the web page immediately stops loading which indicates whether the file exists or not
CVE-2014-0984,"The passwordCheck function in SAP Router 721 patch 117, 720 patch 411, 710 patch 029, and earlier terminates validation of a Route Permission Table entry password upon encountering the first incorrect character, which allows remote attackers to obtain passwords via a brute-force attack that relies on timing differences in responses to incorrect password guesses, aka a timing side-channel attack.",the passwordcheck function in sap router 721 patch 117 720 patch 411 710 patch 029 and earlier terminates validation of a route permission table entry password upon encountering the first incorrect character which allows remote attackers to obtain passwords via a brute force attack that relies on timing differences in responses to incorrect password guesses aka a timing side channel attack
